sample_id,plot_id,site,treatment,collection_date,ph,moisture_pct,nitrogen_mgkg,phosphorus_mgkg,potassium_mgkg,temp_c,rainfall_mm,insect_count,is_irrigated,qc_status,sensor_status,microbial_index,yield_g,notes
S0596,P37,west,npk,2024-03-28,5.71,16.67,30.56,24.01,89.55,6.12,7.25,9,false,pass,ok,1.135,321.06,
S0597,P38,central,drought,2024-05-18,6.24,16.3,20.18,12.56,90.8,9.55,0.0,4,false,pass,ok,1.016,195.77,edge plot
S0598,P39,west,organic,2024-06-13,6.53,22.04,33.38,16.64,66.77,14.47,10.29,6,false,warn,ok,1.76,310.97,recheck moisture
S0599,P40,north,npk,2024-08-27,6.58,18.8,48.48,23.37,133.25,18.66,14.39,1,true,pass,ok,0.646,335.58,recheck moisture
S0600,P01,east,drought,2024-08-19,6.44,4.0,23.82,11.23,93.43,9.94,3.74,27,false,pass,ok,1.194,167.2,edge plot
S0601,P02,south,organic,2024-01-15,6.17,19.89,31.56,19.72,110.4,14.51,9.42,19,true,pass,ok,1.446,299.16,edge plot
S0602,P03,west,npk,2024-05-30,5.83,19.61,50.76,18.22,96.4,8.62,12.32,13,true,pass,ok,1.036,335.31,late sampling
S0603,P04,north,organic,2024-04-25,6.66,22.57,25.26,13.8,102.91,25.78,5.49,3,true,pass,ok,1.444,276.72,baseline
S0604,P05,north,npk,2024-09-14,6.69,12.69,35.9,25.67,88.04,10.09,6.49,7,true,pass,maintenance,1.067,291.67,baseline
S0605,P06,south,organic,2024-02-09,5.8,24.04,31.88,13.29,111.34,6.02,12.74,5,true,pass,ok,1.455,315.44,late sampling
S0606,P07,south,npk,2024-02-18,5.72,19.35,38.18,18.29,110.98,19.1,5.62,6,true,pass,ok,1.048,342.08,
S0607,P08,central,drought,2024-02-27,5.72,4.62,23.62,12.46,94.82,11.29,13.64,11,true,pass,ok,1.046,186.54,baseline
S0608,P09,south,drought,2024-11-23,5.53,10.05,36.11,1.52,68.94,29.7,10.65,8,false,pass,ok,0.689,185.59,sensor drift
S0609,P10,east,npk,2024-01-22,6.3,15.46,30.52,27.1,132.38,19.6,9.46,4,true,pass,maintenance,1.428,327.28,late sampling
S0610,P11,east,lime,2024-10-12,6.7,16.77,31.23,10.22,76.96,6.98,6.34,22,true,pass,ok,1.195,253.36,sensor drift
S0611,P12,south,organic,2024-05-25,6.54,12.65,32.75,6.8,78.38,23.12,14.09,22,true,warn,ok,2.069,292.01,recheck moisture
S0612,P13,west,drought,2024-07-23,6.56,13.86,28.6,8.89,94.71,19.53,5.71,5,false,pass,ok,1.409,222.22,sensor drift
S0613,P14,east,control,2024-06-01,6.28,14.09,17.75,4.19,105.84,16.49,12.17,18,true,warn,ok,0.941,233.97,edge plot
S0614,P15,west,drought,2024-01-15,6.5,18.57,27.26,11.87,85.23,27.76,9.8,1,true,pass,ok,1.26,207.44,edge plot
S0615,P16,south,drought,2024-12-09,5.41,14.24,9.74,8.7,81.49,7.31,12.18,1,true,pass,ok,0.977,181.14,baseline
S0616,P17,north,lime,2024-12-11,6.51,16.56,12.83,4.89,77.64,29.21,16.34,24,false,pass,ok,1.087,186.29,edge plot
S0617,P18,central,npk,2024-02-28,5.68,23.3,58.51,19.01,108.31,8.49,15.04,13,true,warn,ok,1.041,360.03,recheck moisture
S0618,P19,central,organic,2024-11-09,6.42,27.95,24.43,10.82,105.56,10.44,11.67,1,true,pass,ok,1.295,301.74,
S0619,P20,north,lime,2024-09-09,6.34,17.3,32.8,11.38,60.88,25.52,10.92,17,true,pass,ok,1.554,262.61,
S0620,P21,central,drought,2024-01-22,6.49,9.49,28.47,13.27,66.58,6.22,11.85,19,false,pass,ok,0.904,193.55,recheck moisture
S0621,P22,south,organic,2024-12-01,6.46,20.21,43.74,16.74,80.85,24.3,6.04,19,false,pass,ok,1.139,317.28,late sampling
S0622,P23,central,lime,2024-05-12,6.06,12.97,42.82,6.79,100.36,15.69,19.26,16,true,pass,ok,1.46,255.07,recheck moisture
S0623,P24,south,control,2024-03-30,6.47,8.96,39.34,11.26,76.98,12.01,17.71,15,true,pass,ok,1.352,253.25,baseline
S0624,P25,west,drought,2024-03-09,6.59,8.31,22.61,9.93,99.31,12.87,9.08,16,false,pass,ok,0.894,174.11,
S0625,P26,north,npk,2024-01-18,6.57,21.33,40.31,17.79,122.37,7.73,11.84,23,false,pass,ok,1.361,309.5,edge plot
S0626,P27,central,organic,2024-07-01,6.34,21.71,31.43,19.85,102.79,15.03,10.18,13,false,pass,ok,1.541,322.32,sensor drift
S0627,P28,north,npk,2024-05-28,6.71,17.94,57.47,29.38,125.1,29.23,15.0,16,false,warn,ok,1.131,351.39,
S0628,P29,north,lime,2024-08-29,7.02,24.52,23.9,14.1,83.79,10.81,9.6,10,true,pass,ok,1.225,217.92,baseline
S0629,P30,south,drought,2024-02-07,6.37,5.32,20.71,13.7,51.88,14.3,13.62,15,false,warn,ok,1.07,179.83,
S0630,P31,north,control,2024-01-19,6.2,18.65,32.34,3.09,84.41,27.03,9.93,30,true,pass,ok,1.01,247.8,
S0631,P32,north,lime,2024-09-03,5.96,18.68,12.72,6.18,88.12,9.31,0.0,18,false,pass,ok,1.12,233.85,recheck moisture
S0632,P33,north,lime,2024-01-06,6.17,17.85,8.25,11.39,57.53,29.78,17.53,13,false,pass,ok,1.232,228.56,sensor drift
S0633,P34,central,npk,2024-05-29,5.76,12.72,52.01,21.12,104.03,28.52,10.57,24,false,warn,ok,1.001,336.02,sensor drift
S0634,P35,central,organic,2024-11-30,5.89,27.09,28.63,14.19,92.83,14.32,0.0,22,true,pass,ok,1.665,285.51,sensor drift
S0635,P36,central,npk,2024-03-03,6.05,19.01,40.95,28.13,106.14,21.6,5.17,13,true,pass,ok,0.85,348.98,baseline
S0636,P37,north,organic,2024-11-08,6.06,28.39,33.93,13.32,99.42,15.1,4.03,3,false,pass,ok,2.007,298.42,sensor drift
S0637,P38,east,lime,2024-04-20,6.81,13.42,37.65,6.13,87.65,23.5,7.81,9,true,pass,ok,0.984,224.85,late sampling
S0638,P39,west,drought,2024-10-20,6.26,11.42,18.83,14.35,75.01,29.82,8.97,29,true,pass,ok,1.629,186.69,sensor drift
S0639,P40,east,lime,2024-07-21,5.95,17.46,31.26,9.98,106.19,24.52,13.12,12,false,pass,ok,1.156,256.35,baseline
S0640,P01,west,control,2024-07-02,6.18,19.76,20.35,18.82,95.31,12.63,3.99,7,true,pass,ok,1.118,279.87,recheck moisture
S0641,P02,south,npk,2024-03-16,6.65,16.18,40.16,20.56,100.51,18.16,3.12,14,false,pass,maintenance,1.879,317.88,baseline
S0642,P03,east,lime,2024-01-23,6.62,16.94,27.6,5.51,87.44,11.69,5.35,18,false,pass,ok,1.299,242.1,sensor drift
S0643,P04,central,organic,2024-06-20,6.77,27.49,28.34,19.12,89.69,6.75,4.63,16,true,pass,ok,1.552,319.3,
S0644,P05,central,lime,2024-12-30,6.31,19.86,39.71,16.3,85.89,15.15,10.43,11,true,warn,ok,0.873,270.83,late sampling
S0645,P06,west,lime,2024-03-03,6.92,16.56,24.55,5.2,83.8,16.58,6.63,27,true,pass,ok,1.226,227.22,edge plot
S0646,P07,east,control,2024-12-20,5.89,17.0,8.61,7.59,92.79,18.14,15.51,6,false,pass,ok,0.776,208.43,recheck moisture
S0647,P08,central,npk,2024-07-27,6.41,14.91,35.58,23.04,94.22,8.83,2.03,17,true,pass,ok,1.25,322.39,edge plot
S0648,P09,north,npk,2024-03-02,6.1,18.69,32.45,20.19,111.56,26.87,8.66,10,true,pass,ok,0.956,310.8,edge plot
S0649,P10,east,npk,2024-07-24,6.44,18.2,51.66,18.13,138.72,14.08,5.78,9,false,pass,maintenance,1.723,327.84,
S0650,P11,west,drought,2024-05-28,6.31,8.74,12.62,9.12,56.31,25.68,4.56,11,true,pass,ok,0.99,177.95,recheck moisture
S0651,P12,central,lime,2024-05-23,7.03,21.1,28.84,7.21,99.5,27.54,0.0,4,true,pass,ok,1.26,267.37,
S0652,P13,south,drought,2024-09-22,5.73,13.84,20.23,8.62,88.87,12.91,3.75,12,true,warn,ok,1.107,187.96,recheck moisture
S0653,P14,east,npk,2024-02-19,5.85,21.99,33.62,30.5,116.64,29.04,0.0,8,true,pass,ok,1.373,362.73,late sampling
S0654,P15,west,drought,2024-09-23,5.55,4.0,30.12,8.11,40.53,8.88,13.36,6,true,pass,ok,0.879,148.08,baseline
S0655,P16,south,control,2024-06-16,5.79,15.47,32.56,9.46,53.23,7.78,3.19,0,true,pass,ok,1.039,251.87,late sampling
S0656,P17,north,control,2024-05-05,5.76,10.32,38.44,8.55,67.47,9.63,11.81,0,true,pass,ok,1.67,241.6,
S0657,P18,south,control,2024-08-10,5.68,15.12,23.06,11.82,96.85,12.31,2.2,19,false,pass,ok,1.29,253.26,recheck moisture
S0658,P19,east,drought,2024-09-07,6.36,7.7,29.71,8.21,80.97,8.7,15.37,2,true,warn,ok,1.135,187.84,edge plot
S0659,P20,east,control,2024-06-26,6.44,15.83,11.76,2.81,83.32,17.74,4.26,15,true,pass,ok,1.218,218.72,sensor drift
S0660,P21,east,organic,2024-07-29,6.07,19.76,35.88,18.69,87.56,23.48,2.07,24,true,pass,ok,1.585,311.39,
S0661,P22,north,lime,2024-11-08,6.3,17.29,24.02,8.75,48.08,8.17,4.29,0,false,pass,ok,0.965,242.75,recheck moisture
S0662,P23,south,lime,2024-07-21,6.93,19.05,39.26,13.04,71.4,11.17,6.51,0,true,pass,maintenance,1.401,280.14,edge plot
S0663,P24,north,npk,2024-05-24,5.96,18.97,58.66,22.05,124.35,8.97,9.86,0,true,pass,ok,1.284,354.86,
S0664,P25,west,control,2024-01-08,6.49,8.26,20.35,14.4,93.55,15.39,13.82,0,false,pass,ok,1.111,242.25,baseline
S0665,P26,east,lime,2024-08-29,6.35,15.12,27.43,7.31,88.07,12.83,5.92,2,true,fail,ok,1.604,236.45,
S0666,P27,north,drought,2024-04-24,6.09,18.63,27.14,5.7,86.69,8.61,6.76,16,false,pass,ok,1.357,252.99,late sampling
S0667,P28,south,control,2024-03-13,6.08,20.88,16.71,13.61,54.27,7.41,1.82,12,false,pass,ok,1.074,218.42,baseline
S0668,P29,east,npk,2024-10-14,6.55,14.26,43.04,19.96,97.05,23.01,0.0,10,false,pass,ok,1.124,304.33,baseline
S0669,P30,south,lime,2024-03-03,6.1,6.88,33.17,14.08,84.6,10.1,10.27,3,false,pass,ok,1.123,257.25,sensor drift
S0670,P31,east,lime,2024-06-14,6.64,13.49,33.37,13.07,97.01,10.91,0.83,3,true,pass,ok,1.727,234.93,
S0671,P32,south,npk,2024-09-25,6.46,14.12,46.14,23.94,128.32,29.84,17.32,12,true,pass,ok,1.49,339.14,late sampling
S0672,P33,south,control,2024-06-28,6.36,21.08,20.08,12.61,81.04,12.82,13.37,7,false,pass,ok,1.494,236.79,
S0673,P34,south,control,2024-10-30,5.78,17.56,18.56,9.85,88.34,25.13,0.0,4,true,pass,ok,1.123,269.78,late sampling
S0674,P35,west,npk,2024-03-27,5.6,18.36,50.55,26.99,99.35,9.44,7.87,12,true,warn,ok,1.293,321.08,edge plot
S0675,P36,east,organic,2024-09-13,6.51,24.26,40.98,16.94,67.14,14.52,10.77,6,true,pass,ok,1.678,338.09,sensor drift
S0676,P37,south,drought,2024-10-13,5.93,9.84,19.28,16.25,106.47,21.65,13.26,26,false,pass,ok,0.892,196.15,recheck moisture
S0677,P38,west,organic,2024-04-01,6.72,26.97,32.85,14.31,104.08,20.07,1.75,27,false,pass,ok,1.448,335.25,
S0678,P39,west,drought,2024-01-23,6.59,9.98,18.86,14.88,88.25,6.73,6.65,3,false,pass,ok,1.2,158.37,late sampling
S0679,P40,north,control,2024-07-08,5.63,20.04,22.16,9.3,43.71,9.16,0.0,19,true,pass,ok,1.456,260.07,recheck moisture
S0680,P01,central,control,2024-06-19,6.6,20.27,19.31,7.8,42.15,20.08,14.79,8,false,pass,ok,1.156,237.75,late sampling
S0681,P02,south,organic,2024-02-12,5.81,29.92,36.02,14.46,77.88,21.25,15.81,0,true,pass,ok,1.035,326.49,baseline
S0682,P03,central,drought,2024-02-15,5.54,17.13,31.97,12.1,102.13,29.18,9.11,0,true,pass,ok,1.17,202.22,
S0683,P04,south,npk,2024-06-07,5.66,17.23,40.18,24.21,122.1,11.42,12.71,27,true,pass,ok,1.174,343.06,late sampling
S0684,P05,east,organic,2024-11-24,6.23,27.29,22.3,20.69,133.63,20.05,12.35,20,false,pass,ok,1.415,281.82,sensor drift
S0685,P06,central,lime,2024-05-17,6.01,18.51,18.88,9.01,80.92,8.77,5.9,7,true,pass,ok,0.96,256.4,baseline
S0686,P07,east,control,2024-11-18,6.03,20.15,22.26,6.42,82.5,27.67,10.17,18,true,pass,ok,0.879,256.75,late sampling
S0687,P08,central,drought,2024-07-23,5.97,11.29,37.81,6.3,67.76,15.63,21.36,16,true,warn,maintenance,1.405,225.15,sensor drift
S0688,P09,central,drought,2024-10-30,5.43,4.0,23.61,17.85,49.5,28.63,13.12,32,false,pass,ok,1.842,168.36,sensor drift
S0689,P10,south,organic,2024-08-22,6.08,17.6,35.87,16.75,105.53,13.38,12.73,26,true,pass,ok,1.094,286.29,baseline
S0690,P11,west,npk,2024-06-25,5.72,13.71,42.53,23.06,129.79,15.03,3.64,13,false,pass,ok,1.432,312.02,sensor drift
S0691,P12,east,drought,2024-11-01,5.87,15.69,29.03,9.68,56.12,11.32,0.04,3,true,pass,ok,0.879,189.65,baseline
S0692,P13,south,npk,2024-09-12,5.83,19.16,53.3,18.89,132.18,16.22,6.71,19,false,pass,maintenance,1.068,349.19,
S0693,P14,central,control,2024-08-26,6.57,13.84,35.69,7.73,64.79,25.37,9.67,15,true,pass,ok,0.988,232.82,edge plot
S0694,P15,north,organic,2024-08-05,5.91,19.93,24.88,17.42,76.37,14.95,2.65,13,true,pass,ok,1.806,283.03,edge plot
S0695,P16,north,npk,2024-01-04,6.0,23.5,40.71,24.37,141.18,23.46,6.18,12,true,pass,ok,0.848,362.28,
S0696,P17,east,organic,2024-08-05,6.0,21.62,47.18,13.58,92.0,14.57,13.28,12,false,pass,ok,1.899,326.69,recheck moisture
S0697,P18,south,control,2024-09-30,5.71,17.07,13.79,7.09,86.05,29.32,6.32,6,false,pass,ok,0.926,227.09,baseline
S0698,P19,east,organic,2024-01-20,5.78,30.35,31.35,18.89,83.08,29.53,20.09,20,false,pass,ok,1.683,309.26,
S0699,P20,north,drought,2024-02-29,6.35,4.0,13.8,6.28,65.12,25.05,7.35,9,false,pass,maintenance,1.141,193.69,recheck moisture
S0700,P21,east,lime,2024-12-09,5.95,15.71,28.01,9.91,81.77,10.97,9.76,0,true,pass,ok,1.125,241.39,recheck moisture
S0701,P22,north,organic,2024-04-23,5.68,22.33,45.27,18.48,73.78,21.23,5.17,18,false,pass,ok,1.346,334.62,edge plot
S0702,P23,west,npk,2024-09-29,6.44,16.39,39.56,29.66,117.09,29.23,2.78,4,true,pass,error,1.059,330.84,sensor drift
S0703,P24,west,drought,2024-01-16,5.59,5.58,19.31,6.2,72.6,24.36,8.04,5,false,fail,ok,0.963,172.97,baseline
S0704,P25,north,drought,2024-04-21,5.65,13.86,29.24,14.51,56.94,29.63,15.52,10,true,pass,ok,1.123,236.26,
S0705,P26,north,organic,2024-09-14,6.24,17.06,42.93,11.54,95.65,25.83,0.0,17,true,pass,ok,1.359,323.17,recheck moisture
S0706,P27,north,drought,2024-10-24,6.18,15.56,23.68,6.36,61.1,9.33,0.0,0,false,pass,maintenance,1.114,213.32,late sampling
S0707,P28,west,control,2024-07-08,5.63,11.61,16.6,6.32,93.8,10.63,13.68,7,false,pass,ok,1.161,212.45,recheck moisture
S0708,P29,east,control,2024-01-16,5.85,14.73,26.45,1.0,47.1,25.12,14.96,10,true,pass,ok,1.329,238.45,edge plot
S0709,P30,north,control,2024-01-17,6.42,13.47,30.38,6.12,83.3,24.79,20.0,7,true,pass,ok,1.595,244.85,edge plot
S0710,P31,west,control,2024-05-29,6.57,21.42,13.67,13.91,84.51,28.26,3.56,5,false,pass,ok,1.216,214.02,baseline
S0711,P32,south,organic,2024-07-30,6.39,26.11,37.65,12.88,96.54,13.92,5.7,3,false,pass,ok,1.29,337.71,sensor drift
S0712,P33,west,organic,2024-10-17,5.93,26.41,33.98,15.09,94.44,27.12,0.0,7,true,pass,ok,1.367,336.89,
S0713,P34,east,npk,2024-12-21,5.75,11.04,35.1,21.87,122.93,26.42,5.05,9,true,pass,ok,1.407,288.21,edge plot
S0714,P35,central,npk,2024-06-25,6.37,13.47,40.09,18.14,107.44,28.23,0.77,0,true,pass,ok,1.155,309.63,recheck moisture
S0715,P36,east,npk,2024-04-24,5.78,12.36,36.85,23.94,118.14,17.97,0.24,7,true,pass,ok,1.325,271.44,
S0716,P37,south,organic,2024-12-06,5.64,16.23,18.94,12.82,94.33,29.08,12.25,3,true,pass,ok,1.315,268.79,
S0717,P38,south,npk,2024-04-26,6.43,16.76,45.62,18.08,95.56,8.19,12.16,26,true,warn,ok,1.367,333.86,late sampling
S0718,P39,central,drought,2024-08-25,5.52,12.07,23.25,10.39,73.21,17.48,1.63,15,true,pass,ok,1.189,196.65,edge plot
S0719,P40,north,drought,2024-11-25,5.63,13.13,14.63,9.88,80.15,24.11,2.38,6,true,pass,ok,1.401,179.55,late sampling
S0720,P01,south,organic,2024-05-20,6.41,17.69,32.78,21.14,114.5,10.37,20.68,12,true,pass,ok,1.524,265.88,baseline
S0721,P02,west,organic,2024-11-22,6.42,25.3,28.29,18.25,103.25,13.37,4.51,24,true,pass,maintenance,1.592,326.19,sensor drift
S0722,P03,south,npk,2024-07-21,6.54,21.7,36.21,27.52,147.64,29.55,1.97,0,false,pass,maintenance,0.715,330.96,sensor drift
S0723,P04,east,npk,2024-06-05,6.0,13.48,55.51,18.0,115.89,15.45,0.0,18,true,warn,ok,1.431,291.02,sensor drift
S0724,P05,north,npk,2024-04-16,6.39,17.68,60.11,26.18,112.82,15.18,0.0,7,false,pass,ok,1.185,357.98,recheck moisture
S0725,P06,east,drought,2024-10-30,5.96,12.36,24.56,6.71,56.86,27.81,3.15,12,false,pass,ok,1.072,185.51,sensor drift
S0726,P07,west,organic,2024-02-26,6.17,25.29,30.86,22.43,90.82,25.78,13.63,4,false,pass,ok,1.352,323.71,
S0727,P08,east,lime,2024-09-28,6.88,17.08,20.91,11.01,43.87,22.78,6.97,0,true,pass,ok,1.248,255.48,recheck moisture
S0728,P09,west,organic,2024-06-19,5.84,27.43,31.89,8.61,69.66,9.37,4.03,5,false,pass,ok,2.202,329.14,sensor drift
S0729,P10,north,lime,2024-08-11,7.09,26.85,20.94,7.68,99.82,12.78,6.88,14,true,pass,ok,1.312,264.5,late sampling
S0730,P11,north,lime,2024-08-27,6.63,25.51,24.41,10.46,61.0,12.64,0.0,16,false,pass,ok,1.064,246.95,late sampling
S0731,P12,west,control,2024-07-24,6.29,26.44,25.6,12.84,81.52,16.25,7.76,17,false,pass,ok,0.983,236.83,late sampling
S0732,P13,east,lime,2024-03-19,6.13,20.31,30.52,13.98,93.17,28.67,11.04,13,true,pass,ok,1.53,247.83,recheck moisture
S0733,P14,east,npk,2024-08-05,6.79,19.08,62.87,22.13,105.81,27.06,10.89,10,false,pass,ok,1.304,347.6,baseline
S0734,P15,west,drought,2024-07-23,5.64,11.79,14.41,17.48,113.51,18.16,1.62,7,true,pass,maintenance,1.186,164.47,sensor drift
S0735,P16,west,npk,2024-04-17,6.78,19.31,37.81,21.94,118.77,16.97,18.81,12,true,warn,ok,1.648,311.24,edge plot
S0736,P17,east,npk,2024-12-25,5.7,15.23,38.76,12.32,117.92,12.59,4.81,6,true,pass,ok,1.301,324.22,
S0737,P18,west,control,2024-02-01,6.32,19.84,37.71,8.52,104.05,25.76,4.75,14,true,pass,ok,1.083,253.54,baseline
S0738,P19,south,control,2024-09-11,5.84,14.42,29.4,13.03,58.92,6.68,9.42,12,true,pass,ok,0.94,259.4,late sampling
S0739,P20,central,npk,2024-03-21,5.72,16.14,49.62,20.7,113.22,29.25,1.94,13,false,pass,ok,1.203,332.88,edge plot
S0740,P21,west,organic,2024-03-06,5.99,13.07,28.01,15.12,87.94,17.83,11.81,2,true,pass,ok,1.729,298.36,
S0741,P22,north,drought,2024-05-24,6.46,13.54,28.52,12.34,104.22,13.89,16.8,10,true,pass,ok,1.208,194.75,edge plot
S0742,P23,east,npk,2024-10-23,6.48,22.42,34.29,23.74,85.79,25.06,9.01,11,false,pass,ok,1.169,325.03,edge plot
S0743,P24,west,organic,2024-04-06,6.35,26.41,23.42,13.34,98.71,20.91,5.12,10,true,pass,maintenance,1.225,327.77,sensor drift
S0744,P25,east,drought,2024-10-08,5.95,18.28,33.98,10.26,65.99,24.77,6.78,12,true,pass,maintenance,1.261,212.49,
S0745,P26,east,npk,2024-06-26,5.97,6.06,54.0,28.97,128.0,18.11,0.0,23,false,pass,ok,1.208,324.76,
S0746,P27,east,lime,2024-11-03,6.84,12.89,21.21,14.72,86.47,18.95,0.88,0,true,pass,ok,0.873,206.19,recheck moisture
S0747,P28,south,lime,2024-11-08,6.41,18.42,27.42,13.97,76.49,15.35,1.78,10,true,pass,ok,1.17,258.3,
S0748,P29,central,organic,2024-04-16,6.71,15.37,19.79,19.83,101.73,9.45,12.49,0,false,warn,ok,1.582,245.1,edge plot
S0749,P30,central,npk,2024-05-07,6.6,28.45,53.82,20.61,147.51,8.96,7.06,0,true,pass,ok,1.202,358.92,baseline
S0750,P31,central,organic,2024-09-25,5.72,20.49,26.47,14.2,82.17,9.0,7.71,3,true,fail,ok,1.392,300.99,baseline
S0751,P32,west,organic,2024-02-27,6.35,21.56,35.18,14.0,60.09,17.7,6.14,21,true,pass,maintenance,1.623,293.03,
S0752,P33,west,drought,2024-08-03,5.47,17.09,33.42,13.56,55.55,27.71,4.59,6,false,pass,ok,1.594,219.86,edge plot
S0753,P34,south,lime,2024-09-10,6.17,14.76,27.54,17.48,79.43,17.71,1.93,5,false,warn,ok,1.315,247.37,
S0754,P35,north,lime,2024-02-18,6.04,18.37,17.46,5.96,45.56,16.12,0.22,20,true,pass,ok,0.928,227.77,edge plot
S0755,P36,west,control,2024-04-20,6.28,28.75,27.92,17.32,103.57,25.25,6.47,0,true,pass,ok,1.386,268.59,edge plot
S0756,P37,north,organic,2024-08-22,6.44,18.9,22.74,18.72,114.48,26.72,2.12,1,false,pass,ok,1.392,280.86,sensor drift
S0757,P38,central,lime,2024-04-26,6.28,14.57,41.65,13.44,89.89,20.92,1.55,1,true,warn,ok,1.061,281.04,sensor drift
S0758,P39,south,npk,2024-06-14,5.62,19.43,51.41,16.27,109.01,13.11,4.51,10,false,pass,ok,1.068,303.16,
S0759,P40,west,organic,2024-03-15,6.46,19.57,31.35,17.65,91.0,28.95,12.95,0,true,pass,ok,1.77,294.05,baseline
S0760,P01,south,lime,2024-03-20,6.7,17.22,34.24,15.71,35.4,11.89,9.31,23,true,pass,ok,1.541,262.16,edge plot
S0761,P02,west,lime,2024-10-09,7.1,19.03,29.8,5.99,77.88,19.81,12.85,7,true,pass,ok,1.285,237.85,sensor drift
S0762,P03,south,organic,2024-10-03,6.03,26.34,31.88,23.46,54.38,11.93,4.94,10,false,pass,ok,1.286,309.41,late sampling
S0763,P04,south,organic,2024-12-25,6.37,11.7,25.27,10.9,100.09,7.28,2.84,5,true,warn,ok,1.203,262.96,baseline
S0764,P05,east,drought,2024-12-27,5.58,10.31,22.32,8.99,57.07,28.74,6.68,0,true,pass,maintenance,1.373,188.72,edge plot
S0765,P06,east,lime,2024-12-22,6.71,15.17,34.09,16.88,49.41,9.46,0.0,9,true,pass,ok,1.144,238.55,baseline
S0766,P07,north,lime,2024-02-02,6.54,17.1,12.11,10.04,104.42,24.21,9.63,16,false,pass,ok,1.712,250.84,late sampling
S0767,P08,west,drought,2024-07-14,6.24,13.66,30.61,13.09,89.55,22.97,13.12,5,true,pass,ok,1.553,205.14,sensor drift
S0768,P09,west,control,2024-09-25,5.91,19.16,23.05,4.33,70.42,8.29,25.41,12,true,pass,ok,1.3,224.58,sensor drift
S0769,P10,north,npk,2024-04-06,6.36,12.43,45.11,23.79,108.77,22.4,11.28,18,true,pass,ok,1.241,299.31,edge plot
S0770,P11,north,lime,2024-01-20,7.02,24.1,15.82,16.79,108.8,28.44,15.09,19,false,pass,ok,1.251,255.32,late sampling
S0771,P12,east,drought,2024-12-03,6.06,7.24,30.61,13.79,95.29,14.12,5.05,16,false,pass,ok,0.849,227.07,edge plot
S0772,P13,central,control,2024-09-23,5.71,12.42,10.43,4.26,69.2,18.52,8.37,0,true,pass,ok,1.106,241.3,edge plot
S0773,P14,west,drought,2024-02-12,5.99,7.04,25.39,6.05,81.78,17.94,9.12,5,false,pass,ok,1.241,195.42,late sampling
S0774,P15,central,lime,2024-03-29,6.67,17.62,15.13,13.25,84.47,10.52,9.92,11,false,warn,ok,1.045,231.2,sensor drift
S0775,P16,north,npk,2024-02-20,6.15,19.25,50.21,19.29,135.75,17.89,0.54,7,true,pass,ok,1.354,349.9,recheck moisture
S0776,P17,east,npk,2024-07-18,6.59,12.05,56.0,24.12,112.76,11.91,1.92,0,true,pass,ok,1.081,326.41,
S0777,P18,east,drought,2024-12-19,5.41,12.95,18.03,11.43,70.25,24.7,7.98,13,false,pass,ok,1.464,208.49,baseline
S0778,P19,north,control,2024-03-22,6.68,15.14,25.37,5.52,118.15,12.16,2.17,0,true,pass,ok,1.092,239.09,baseline
S0779,P20,west,npk,2024-02-14,6.27,15.65,45.05,26.5,109.43,8.62,9.52,27,true,pass,ok,1.218,351.09,edge plot
S0780,P21,south,drought,2024-11-01,6.32,8.23,16.92,16.76,75.09,23.4,8.98,12,true,warn,ok,1.326,196.39,
S0781,P22,north,drought,2024-07-13,5.58,10.58,27.8,11.06,90.83,21.79,0.0,18,true,pass,ok,1.07,194.46,sensor drift
S0782,P23,north,control,2024-12-16,5.68,17.16,24.83,8.82,51.61,13.72,20.54,16,false,pass,ok,1.431,252.05,late sampling
S0783,P24,north,npk,2024-11-17,5.64,17.14,44.55,24.04,91.7,19.72,1.11,19,true,warn,ok,1.011,329.03,
S0784,P25,west,drought,2024-03-19,5.95,13.33,21.09,8.51,108.39,29.11,4.46,15,true,pass,ok,1.177,198.57,edge plot
S0785,P26,central,npk,2024-07-24,5.75,15.85,41.1,15.12,130.83,17.05,0.0,17,true,pass,ok,1.406,337.49,recheck moisture
S0786,P27,south,npk,2024-10-18,5.83,22.63,36.63,15.7,83.74,19.16,8.54,3,false,pass,ok,1.482,343.52,sensor drift
S0787,P28,central,drought,2024-01-27,5.64,6.05,39.32,4.94,44.3,16.36,9.23,11,true,pass,ok,1.576,203.15,recheck moisture
S0788,P29,west,lime,2024-04-11,6.08,16.63,30.49,9.51,49.55,17.68,0.17,3,true,pass,ok,1.275,256.41,baseline
S0789,P30,north,control,2024-06-18,6.62,14.25,40.89,10.67,89.84,11.11,11.07,5,false,pass,ok,0.815,267.27,sensor drift
S0790,P31,east,control,2024-10-14,5.79,19.97,21.74,16.46,106.77,15.83,0.18,7,false,pass,ok,1.2,255.21,recheck moisture
S0791,P32,west,control,2024-01-21,5.76,14.78,30.31,10.38,83.17,22.51,13.74,0,false,pass,ok,1.795,240.95,late sampling
S0792,P33,east,organic,2024-02-13,6.66,26.2,34.81,14.76,112.12,9.59,18.61,11,false,warn,ok,1.354,268.3,baseline
S0793,P34,east,lime,2024-09-10,5.92,21.63,19.74,13.8,110.69,10.61,6.63,21,false,pass,ok,1.375,250.84,sensor drift
S0794,P35,east,drought,2024-08-09,5.81,8.9,50.82,6.75,57.99,13.99,19.93,15,false,pass,ok,1.146,238.53,edge plot
